"text"|"label_str"|"label_bin"|"set"|"n_tokens"|"n_stopwords"|"n_chars"|"n_upper"|"emotion_label"|"emotion_score"
"Says the Central Ohio Human Trafficking Task Force is the first task force of its kind in Central Ohio"|"mostly-true"|"0"|"train"|"19"|"6"|"102"|"9"|"neutral"|"0.9047643542289734"
"A bill before the Georgia General Assembly would make presidential candidates meet citizenship requirements that are not in the U.S. Constitution."|"true"|"0"|"train"|"21"|"8"|"146"|"7"|"disgust"|"0.46477335691452026"
"""PWNED: House GOP Dominates Twitter, YouTube, Social Media in Congress."""|"true"|"0"|"train"|"10"|"1"|"72"|"16"|"neutral"|"0.7188540697097778"
"Americans ""have never paid more for gas at the pump."""|"false"|"1"|"train"|"10"|"4"|"53"|"1"|"neutral"|"0.8306721448898315"
"Virginia papers called (Scott) Rigells campaign Mostly False."|"pants-fire"|"1"|"train"|"8"|"0"|"61"|"5"|"neutral"|"0.538235068321228"
"Says she has opposed measures to weaken the Dodd-Frank Wall Street regulatory bill and campaign-finance legislation when they were offered as stand-alone bills."|"half-true"|"1"|"train"|"23"|"9"|"160"|"5"|"neutral"|"0.35268861055374146"
"Says that if Texas, California and New York all voted for Democratic presidential nominees, it would be mathematically impossible for Republicans to elect a president."|"false"|"1"|"train"|"25"|"10"|"167"|"7"|"neutral"|"0.6215620040893555"
"Says close to 90 percent of the population growth in Texas over the last decade was non-Anglo."|"true"|"0"|"train"|"17"|"7"|"94"|"3"|"anger"|"0.5719394683837891"
"A bipartisan background check amendment outlawed any (gun) registry. Plain and simple, right there in the text."|"true"|"0"|"train"|"17"|"6"|"111"|"2"|"neutral"|"0.6738445162773132"
"Says Wisconsin Gov. Scott Walker eliminated cancer screenings for uninsured women and offered no alternatives."|"pants-fire"|"1"|"train"|"15"|"3"|"110"|"5"|"sadness"|"0.8638522028923035"
"Says in regard to providing more tax cuts for the rich, Bill Pascrell said, Republicans had great ideas. I liked some of their ideas."|"pants-fire"|"1"|"train"|"24"|"10"|"133"|"5"|"joy"|"0.5946743488311768"
"John McCain ""voted against the Bush tax cuts, both times."""|"mostly-true"|"0"|"train"|"10"|"3"|"58"|"4"|"disgust"|"0.5940649509429932"
"The average student debt coming out of the University of Wisconsin-Madison is something like 28,000 dollars."|"mostly-true"|"0"|"train"|"16"|"6"|"108"|"4"|"neutral"|"0.8686420917510986"
"Due to a flaw in the 1995 Outer Continental Shelf Deep Water Royalty Relief Act numerous oil companies are now drilling in the Gulf of Mexico in federal lands and paying no royalties to the federal government."|"half-true"|"1"|"train"|"37"|"14"|"209"|"11"|"disgust"|"0.28366968035697937"
"Says Hillary Clinton voted for virtually every trade agreement that has cost the workers of this country millions of jobs."|"half-true"|"1"|"train"|"20"|"7"|"122"|"3"|"neutral"|"0.4772561490535736"
"Says Rep. John Katko promised he wouldnt vote to defund Planned Parenthood and since hes been in office hes done that four times"|"true"|"0"|"train"|"23"|"6"|"128"|"6"|"sadness"|"0.5143038630485535"
"Says Los Angeles Clippers owner Donald Sterling is a Democrat."|"pants-fire"|"1"|"train"|"10"|"2"|"62"|"7"|"neutral"|"0.6340453028678894"
"FACT: the special assistant in @johnkasichs office makes over three times more than an average #OH firefighter"|"mostly-true"|"0"|"train"|"15"|"6"|"95"|"6"|"surprise"|"0.4297124743461609"
"Obama's wife said her goal in life was to put the black community ""first and foremost."""|"half-true"|"1"|"train"|"16"|"6"|"87"|"1"|"neutral"|"0.7680107355117798"
"Money towards the Ebola vaccine is basically cut in half to what it was. More cuts are coming under the congressional sequester."|"mostly-true"|"0"|"train"|"22"|"10"|"128"|"3"|"neutral"|"0.7751100659370422"
"Says state Sen. Randy Hopper, R-Fond du Lac, unlike typical taxpayers, didnt pay taxes"|"barely-true"|"1"|"train"|"14"|"1"|"86"|"7"|"sadness"|"0.6791163086891174"
"New school testing standards will consume approximately twenty days of testing for elementary, middle and high school students."|"mostly-true"|"0"|"train"|"18"|"4"|"127"|"1"|"neutral"|"0.8886997699737549"
"Obama voted for ""tax subsidies and giveways"" that have slowed oil companies from pursuing clean energy sources."|"barely-true"|"1"|"train"|"17"|"5"|"111"|"1"|"neutral"|"0.7117599248886108"
"Says Katie McGintyactually agrees with Hillary Clinton and the most liberal wing of the Democrats on everything."|"half-true"|"1"|"train"|"17"|"7"|"112"|"7"|"neutral"|"0.9000101089477539"
"Says a Bureau of Labor Statistics report attributed a sharp increase in work-related fatalities to increasing numbers of employees and drivers could not read or understand warning signs in English."|"false"|"1"|"train"|"30"|"10"|"197"|"5"|"neutral"|"0.42283573746681213"
"Almost every country on Earth sees America as stronger and more respected today than they did eight years ago when I took office."|"mostly-true"|"0"|"train"|"23"|"9"|"129"|"4"|"neutral"|"0.7795488238334656"
"Wisconsin is not as obese as the national average is. The national average, 35.7 percent of the population is obese. In Wisconsin, its closer to 26 percent."|"barely-true"|"1"|"train"|"27"|"12"|"156"|"4"|"neutral"|"0.6760108470916748"
"On auditing the Federal Reserve"|"half-true"|"1"|"train"|"5"|"2"|"31"|"3"|"fear"|"0.5634807348251343"
"Seven more people will die each and every day until the Legislature ratifies these (pain clinic) rules that are being approved by the Board of Medicine and the Department of Health."|"mostly-true"|"0"|"train"|"31"|"16"|"181"|"6"|"neutral"|"0.7374827265739441"
"The poverty rate for families in which a husband and a wife work is 5 percent, but in families headed by one person its 30 percent today."|"half-true"|"1"|"train"|"27"|"12"|"137"|"1"|"neutral"|"0.5249772071838379"
"The Mormon religion has ""a plan that will see the Constitution thrown out and replaced by a theocracy."""|"pants-fire"|"1"|"train"|"18"|"9"|"103"|"3"|"neutral"|"0.8278634548187256"
"Florida ranks ""45th out of 50 states'' for its regulatory climate for business."|"half-true"|"1"|"train"|"13"|"5"|"79"|"1"|"neutral"|"0.8960889577865601"
"Ukraine voluntarily gave up its nuclear weapons because the United States of America said it would ensure (its) territorial integrity from Russia."|"false"|"1"|"train"|"22"|"7"|"146"|"5"|"anger"|"0.2965955138206482"
"Legislation being considered in Texas would strip the salaries and pensions of clerks who issue marriage licenses to same-sex couples even if the Supreme Court strikes down Texas marriage ban later this year."|"mostly-true"|"0"|"train"|"33"|"11"|"208"|"5"|"neutral"|"0.4376123249530792"
"Says families now pay out 40 percent of their income to taxes."|"barely-true"|"1"|"train"|"12"|"5"|"62"|"1"|"neutral"|"0.558921217918396"
"Says Hillary Clinton negotiated the first agreement ever where China and India officially committed to reduce their emissions."|"half-true"|"1"|"train"|"18"|"5"|"126"|"5"|"neutral"|"0.7940630316734314"
"The incoming Republican freshman class well, its no ordinary group: nearly half of its roughly 80 members have never served in elective office before."|"barely-true"|"1"|"train"|"24"|"7"|"150"|"2"|"neutral"|"0.8492377400398254"
"More than 1,000 people ... move to Texas every day."|"mostly-true"|"0"|"train"|"10"|"3"|"51"|"2"|"neutral"|"0.6758536696434021"
"You've heard endlessly about waterboarding. It happened to three terrorists."|"true"|"0"|"train"|"10"|"4"|"76"|"2"|"disgust"|"0.4090297222137451"
"In the past three years, we have prosecuted or brought more cases on access to public records than in the previous 12 years combined."|"true"|"0"|"train"|"24"|"11"|"133"|"1"|"neutral"|"0.8593811988830566"
"Says nobody in higher education believes Gov. Rick Perrys proposal to serve up $10,000 college degrees is possible."|"false"|"1"|"train"|"18"|"4"|"115"|"4"|"neutral"|"0.6644265055656433"
"""Crime is down in Arizona."""|"true"|"0"|"train"|"5"|"3"|"27"|"2"|"neutral"|"0.7500054240226746"
"We have to recognize that our salaries for faculty are the lowest in New England with the exception of the University of Maine."|"true"|"0"|"train"|"23"|"14"|"127"|"5"|"neutral"|"0.9039481282234192"
"There was just about zero press coverage of the 2007 Bush White House email controversy."|"barely-true"|"1"|"train"|"15"|"6"|"88"|"4"|"neutral"|"0.9518854022026062"
"Says Rick Perry is spending more money than the state takes in, covering his deficits with record borrowing."|"pants-fire"|"1"|"train"|"18"|"6"|"108"|"3"|"sadness"|"0.3745904862880707"
"Says Wendy Davis, born into difficult circumstances, was the daughter of a single mother and a teenage mother herself."|"half-true"|"1"|"train"|"19"|"7"|"118"|"3"|"sadness"|"0.9002542495727539"
"Says under Mitt Romney, Medicare could end as we know it, leaving Julia with nothing but a voucher to buy insurance, which means $6,350 extra per year for a similar plan."|"barely-true"|"1"|"train"|"31"|"10"|"170"|"5"|"sadness"|"0.5602114796638489"
"Preventive care does not save the government money."|"true"|"0"|"train"|"8"|"3"|"51"|"1"|"neutral"|"0.8001762628555298"
"The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels."|"half-true"|"1"|"train"|"20"|"5"|"128"|"5"|"neutral"|"0.8311337232589722"
"The city of Atlanta has one of the highest lesbian, gay, bisexual and transgender populations per capita, ranking third among major American cities."|"half-true"|"1"|"train"|"23"|"6"|"148"|"3"|"neutral"|"0.8645715117454529"
"Says Abraham Lincoln tried to buy slavesfreedom in border states, but the states all rejected it."|"true"|"0"|"train"|"16"|"5"|"97"|"3"|"sadness"|"0.48258498311042786"
"You see a whole bunch of Korean cars here in the United States, and you dont see any American cars in Korea."|"mostly-true"|"0"|"train"|"22"|"10"|"108"|"6"|"neutral"|"0.7513470649719238"
"""The ABA's own criteria for a judicial nominee call for, among other things, at least 12 years' experience in the practice of law, and they mean actual practice of law."""|"half-true"|"1"|"train"|"30"|"11"|"169"|"4"|"neutral"|"0.9655035734176636"
"A 5-cent charge on paper bags is a tax."|"false"|"1"|"train"|"9"|"4"|"39"|"1"|"disgust"|"0.40676435828208923"
"Obama ""says he'll raise taxes on electricity."""|"barely-true"|"1"|"train"|"7"|"2"|"46"|"1"|"neutral"|"0.419075608253479"
"Says U.N. arms treaty will mandate a new international gun registry."|"false"|"1"|"train"|"11"|"2"|"68"|"3"|"neutral"|"0.7461293935775757"
"Says Rick Scott didnt even come to his own education summit. But he did take time to go to the tea party convention the same week."|"true"|"0"|"train"|"26"|"11"|"130"|"4"|"neutral"|"0.7660706043243408"
"Florida has the third most-regressive tax structure."|"mostly-true"|"0"|"train"|"7"|"2"|"52"|"1"|"neutral"|"0.7105751633644104"
"Eleven states have enacted these pay-to-play reforms."|"mostly-true"|"0"|"train"|"7"|"2"|"53"|"1"|"neutral"|"0.9309626221656799"
"Says that as a U.S. senator, Russ Feingold voted against authorizing our military 11 separate times."|"half-true"|"1"|"train"|"16"|"5"|"100"|"5"|"neutral"|"0.5135594606399536"
"With the tax controls we already put in place, property taxes on a typical home in December of 2014 will actually be lower than they were in December of 2010."|"mostly-true"|"0"|"train"|"30"|"15"|"158"|"3"|"neutral"|"0.9061878323554993"
"The 9-9-9 plan does not raise taxes on those that are making the least."|"false"|"1"|"train"|"14"|"8"|"71"|"1"|"neutral"|"0.8836838006973267"
"I did not support the sequester."|"true"|"0"|"train"|"6"|"4"|"32"|"1"|"sadness"|"0.432407021522522"
"Says U.S. Rep. Debbie Wasserman Schultz voted to cut off Floridas veterans and their benefits."|"false"|"1"|"train"|"15"|"4"|"94"|"8"|"sadness"|"0.8523632287979126"
"If you look at what weve done over the last several years, the crime rate has actually gone down in [Providence] and . . . the number of shootings has been going down."|"half-true"|"1"|"train"|"33"|"15"|"167"|"2"|"neutral"|"0.8093599677085876"
"There are at least 23 countries that refuse to take their people back after theyve been ordered to leave the United States, including large numbers of violent criminals."|"mostly-true"|"0"|"train"|"28"|"11"|"169"|"3"|"anger"|"0.7572763562202454"
"Says Jeff Wentworth was the only Republican to vote against the Texas measure requiring women to have a sonogram before receiving an abortion."|"mostly-true"|"0"|"train"|"23"|"11"|"142"|"5"|"neutral"|"0.618484616279602"
"Stephen Zappala is the only DA in our state to convict an on-duty police officer of criminal homicide."|"half-true"|"1"|"train"|"18"|"8"|"102"|"4"|"disgust"|"0.4824759066104889"
"Says the federal government borrows almost $60 billion per week."|"false"|"1"|"train"|"10"|"1"|"64"|"1"|"neutral"|"0.681157648563385"
"Clayton County offers the lowest operating millage rate in Metro Atlanta."|"false"|"1"|"train"|"11"|"2"|"73"|"4"|"neutral"|"0.930870771408081"
"As CFO, Alex Sink oversaw a $27 billion loss in the states pension fund."|"half-true"|"1"|"train"|"14"|"4"|"72"|"6"|"sadness"|"0.6916325688362122"
"""As bank president, Alex Sink eliminated thousands of Florida jobs while taking over $8 million in salary and bonuses."""|"mostly-true"|"0"|"train"|"19"|"5"|"119"|"4"|"sadness"|"0.3687843382358551"
"Says New Jersey has the most educated population of all the states in this country."|"mostly-true"|"0"|"train"|"15"|"8"|"83"|"3"|"neutral"|"0.7984710931777954"
"The Wisconsin law repealed by Republicans, which allowed discriminated workers to sue in state court, was kind of a gravy train for lawyers."|"barely-true"|"1"|"train"|"23"|"9"|"140"|"3"|"neutral"|"0.8528042435646057"
"Over the past twenty years, the number of homicides committed with a firearm in the United States has decreased by nearly 40 percent. The number of other crimes involving the use of a firearm has also plummeted, declining by nearly 70 percent."|"true"|"0"|"train"|"42"|"18"|"243"|"4"|"neutral"|"0.5959814190864563"
"Says Obama opposes offshore drilling and a gas tax holiday."|"true"|"0"|"train"|"10"|"2"|"59"|"2"|"neutral"|"0.2880326509475708"
"Says right now, we have more military spending than the next 10, 11, 12 countries combined."|"true"|"0"|"train"|"16"|"5"|"91"|"1"|"neutral"|"0.8764882683753967"
"Remember that developers are forced to use the 195 land union contractors, so tap an extra $10 million into any construction project."|"false"|"1"|"train"|"22"|"8"|"133"|"1"|"neutral"|"0.8885190486907959"
"Says New Jersey Devils managing partner Jeff Vanderbeek took us into arbitration."|"false"|"1"|"train"|"12"|"1"|"81"|"6"|"sadness"|"0.7091923356056213"
"Says a federal judge sanctions Tennessee birther lawyer for bringing a frivolous lawsuit."|"true"|"0"|"train"|"13"|"3"|"89"|"2"|"anger"|"0.8921568393707275"
"""Due to ... tax cuts and lower (property) values, 2009 property taxes were almost $3 billion below 2007 property taxes."""|"true"|"0"|"train"|"20"|"4"|"120"|"1"|"neutral"|"0.7115352749824524"
"Food stamp spending doubled under President Bush, doubled again under President Obama."|"true"|"0"|"train"|"12"|"3"|"86"|"5"|"neutral"|"0.7651618719100952"
"On counting state budget shortfalls"|"false"|"1"|"train"|"5"|"1"|"35"|"1"|"neutral"|"0.4254215657711029"
"Were losing now over $500 billion a year in terms of imbalance with China."|"barely-true"|"1"|"train"|"14"|"7"|"74"|"2"|"neutral"|"0.6369898915290833"
"Today in America, between 40 and 50 percent of all African-American babies, virtually 1-in-2, are killed before they are born."|"barely-true"|"1"|"train"|"20"|"9"|"126"|"4"|"sadness"|"0.5592767000198364"
"Women in Barack Obamas White House are earning less than men."|"half-true"|"1"|"train"|"11"|"3"|"61"|"5"|"neutral"|"0.39393892884254456"
"Says that the new financial services law requires 358 regulatory filings."|"true"|"0"|"train"|"11"|"2"|"73"|"1"|"neutral"|"0.9021799564361572"
"Marco Rubio was ""subpoenaed."""|"half-true"|"1"|"train"|"4"|"1"|"29"|"2"|"anger"|"0.5429314374923706"
"Between 1982 and 2007 the cost of a college education increased 439 percent."|"true"|"0"|"train"|"13"|"5"|"76"|"1"|"neutral"|"0.7291950583457947"
"As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery."|"half-true"|"1"|"train"|"23"|"10"|"133"|"3"|"neutral"|"0.39884158968925476"
"Most tips left at Dunkin Donuts dont go to employees."|"false"|"1"|"train"|"10"|"3"|"53"|"3"|"neutral"|"0.9217937588691711"
"It is senior citizens, not Hispanics, who are the fastest-growing demographic in this country."|"barely-true"|"1"|"train"|"14"|"8"|"94"|"2"|"neutral"|"0.8931757211685181"
"On banning assault weapons."|"false"|"1"|"train"|"4"|"1"|"27"|"1"|"neutral"|"0.28420719504356384"
"Says murder is the chief cause of death for pregnant women."|"barely-true"|"1"|"train"|"11"|"4"|"59"|"1"|"sadness"|"0.47706034779548645"
"On a single-payer healthcare system"|"half-true"|"1"|"train"|"5"|"2"|"35"|"1"|"neutral"|"0.939651370048523"
"Says his administration has created 5 million jobs over the last 30 months in the private sector alone."|"half-true"|"1"|"train"|"18"|"6"|"103"|"1"|"neutral"|"0.7802013158798218"
"The U.S. loses more on tax breaks than it collects in personal income taxes."|"true"|"0"|"train"|"14"|"6"|"76"|"3"|"neutral"|"0.5165937542915344"
"Four balanced budgets in a row, with no new taxes for anyone. The best job growth in 12 years. Nearly 130,000 new private-sector jobs. Merit pay to reward New Jerseys best teachers, and the most education funding ever."|"half-true"|"1"|"train"|"38"|"11"|"218"|"6"|"neutral"|"0.6217178106307983"
"Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this."|"true"|"0"|"train"|"25"|"10"|"124"|"7"|"surprise"|"0.5544160008430481"
"""Taxpayer-funded benefits to illegals"" in California are ""a skyrocketing cost under Obamacare."""|"false"|"1"|"train"|"12"|"4"|"95"|"3"|"surprise"|"0.32674461603164673"
"Should Democrats get their way, every income tax bracket will increase on Jan. 1, 2011. Every single one."|"false"|"1"|"train"|"18"|"4"|"105"|"4"|"neutral"|"0.8692689538002014"
"Parents and teachers are already worrying about what they call the Trump Effect. They report that bullying and harassment are on the rise in our schools, especially targeting students of color, Muslimsand immigrants."|"mostly-true"|"0"|"train"|"33"|"15"|"216"|"5"|"fear"|"0.9419263601303101"
"Blocking a U.S. Supreme Court nomination during the remaining months of President Obamas term would leave the nations highest court with an unprecedented year-long vacancy."|"barely-true"|"1"|"train"|"25"|"7"|"172"|"7"|"fear"|"0.39419206976890564"
"Jeanne Shaheen was principally involved in a plot with Lois Lerner and President Barack Obamas political appointee at the IRS to lead a program of harassment against conservative nonprofit groups during the 2012 election"|"false"|"1"|"train"|"34"|"13"|"220"|"10"|"fear"|"0.6723833680152893"
"Says King Street Patriots held a fundraiser featuring an author who believes that registering the poor to vote is un-American."|"true"|"0"|"train"|"20"|"7"|"126"|"5"|"disgust"|"0.5052889585494995"
"I was one of about a dozen (senators) who voted against the Bridge to Nowhere."|"true"|"0"|"train"|"15"|"9"|"78"|"3"|"neutral"|"0.7717771530151367"
"On whether to run for the U.S. Senate as an independent."|"false"|"1"|"train"|"11"|"6"|"56"|"4"|"fear"|"0.8037693500518799"
"Says Romney had the uniforms for the 2002 Winter Olympic games made in Burma."|"barely-true"|"1"|"train"|"14"|"5"|"77"|"5"|"neutral"|"0.889315128326416"
"""With one stroke of his pen, President Bush has denied health insurance to 3.8 million kids who were due to get it under this bipartisan expansion of the Children's Health Insurance Program."""|"true"|"0"|"train"|"32"|"12"|"191"|"7"|"neutral"|"0.3080749213695526"
"Says With nearly 75 percent of Americans supportive of the construction of the pipeline, Schrader needs to explain to Oregon families why he voted against this needed project."|"mostly-true"|"0"|"train"|"28"|"12"|"175"|"5"|"neutral"|"0.8551672101020813"
"Libya supplies the oil for China. We get no oil from Libya."|"false"|"1"|"train"|"12"|"5"|"59"|"4"|"neutral"|"0.7794491648674011"
"There is a Republican plan to end Medicare."|"false"|"1"|"train"|"8"|"4"|"43"|"3"|"neutral"|"0.8704860210418701"
"""Currently we have some 40-45% of Americans who are not paying any taxes."""|"barely-true"|"1"|"train"|"13"|"8"|"74"|"2"|"neutral"|"0.8969346284866333"
"Says CNN deleted an online poll showing Bernie Sanders won the first Democratic presidential debate to help out Hillary Clinton."|"pants-fire"|"1"|"train"|"20"|"5"|"128"|"9"|"neutral"|"0.4796849191188812"
"""Casualties and deaths are at (their) lowest point since literally the beginning"" of the war."|"half-true"|"1"|"train"|"15"|"6"|"93"|"1"|"neutral"|"0.6736701726913452"
"Claims Wisconsin Senate Majority Leader Scott Fitzgerald said: It is necessary to eliminate unions in order to balance future budgets."|"false"|"1"|"train"|"20"|"5"|"134"|"8"|"neutral"|"0.7425611615180969"
"Any government-run 'public' plan ... forces more employers to drop employee coverage due to rising costs and pay an additional 8% payroll tax for each worker."|"barely-true"|"1"|"train"|"26"|"8"|"158"|"1"|"neutral"|"0.5742301940917969"
"Congress is a very special group of people. More than 80 percent of them never left the United States."|"pants-fire"|"1"|"train"|"19"|"9"|"102"|"4"|"neutral"|"0.9114707708358765"
"Says he banned texting while driving in Austin."|"half-true"|"1"|"train"|"8"|"3"|"47"|"2"|"neutral"|"0.8446577787399292"
"The state budget has gone up over 80 percent under Rick Perry."|"mostly-true"|"0"|"train"|"12"|"5"|"62"|"3"|"neutral"|"0.6007773280143738"
"While Romney was a director of the Damon Corporation, the company was defrauding Medicare of millions."|"mostly-true"|"0"|"train"|"16"|"8"|"102"|"5"|"disgust"|"0.8296268582344055"
"Says Barack Obama supported Ted Kennedys ammo ban to outlaw all deer-hunting ammunition."|"false"|"1"|"train"|"13"|"2"|"88"|"5"|"neutral"|"0.6654841899871826"
"Paul Ryan would outlaw in vitro fertilization."|"half-true"|"1"|"train"|"7"|"1"|"46"|"2"|"disgust"|"0.5574070811271667"
"Says Marco Rubio voted against every bill that would have helped keep our families safe. He even voted against a bipartisan measure, introduced by a Republican, to prevent people on the no-fly list from purchasing guns."|"barely-true"|"1"|"train"|"36"|"13"|"219"|"5"|"anger"|"0.47892680764198303"
"An account of attacks in Benghazi written by former White House press secretary Dee Dee Myers shows that the body of U.S. Ambassador to Libya Christopher Stevens was dragged through the streets and abused."|"pants-fire"|"1"|"train"|"34"|"12"|"205"|"13"|"disgust"|"0.9263007044792175"
"The State of Texas is funding womens health services at historically high levels; they just increased their level another $50 million for the next two years."|"true"|"0"|"train"|"26"|"9"|"157"|"3"|"neutral"|"0.9029556512832642"
"Says Tennessees higher education funding model is 100 percent outcomes-based and we are already seeing this model changing the way our postsecondary institutions do business."|"true"|"0"|"train"|"25"|"8"|"174"|"2"|"neutral"|"0.9517611861228943"
"Without a Medicaid expansion, 275,000 more Ohioans could be getting their primary care in emergency rooms, costing everybody a lot of money."|"mostly-true"|"0"|"train"|"22"|"7"|"140"|"3"|"neutral"|"0.8127933740615845"
"""The truth is any oil that would be drilled could be sent to any other country in the world, reducing our use of foreign oil not by one single drop."""|"half-true"|"1"|"train"|"30"|"14"|"149"|"1"|"neutral"|"0.9306799173355103"
"Says a Senate resolution would restore $140 in monthly general assistance payments and prevent people from committing crime."|"pants-fire"|"1"|"train"|"18"|"4"|"124"|"2"|"neutral"|"0.5389751195907593"
"When President Bush took office in 2001, he inherited a $236 billion budget surplus, with a projected 10-year surplus of $5.6 trillion. When he ended his term, he left a $1.3 trillion deficit and a projected 10-year shortfall of $8 trillion."|"mostly-true"|"0"|"train"|"41"|"15"|"241"|"4"|"neutral"|"0.6749995350837708"
"Rhode Islanders pay among the highest auto repair bills in the nation."|"true"|"0"|"train"|"12"|"3"|"70"|"2"|"neutral"|"0.7050930857658386"
"John McCain has seven houses."|"mostly-true"|"0"|"train"|"5"|"1"|"29"|"3"|"neutral"|"0.8994084596633911"
"Barack Obama said ""people making less than $250,000 would benefit from his plan"" then said ""if you're a family making less than $200,000, you'll benefit."""|"mostly-true"|"0"|"train"|"25"|"8"|"154"|"2"|"neutral"|"0.9148365259170532"
"Before President Obama acted in Libya in 2011, the American people were opposed to military action by 35 to 60. After he took action, they were in support of it 54 to 43."|"mostly-true"|"0"|"train"|"33"|"16"|"170"|"6"|"neutral"|"0.44801056385040283"
"On running for re-election to U.S. Senate"|"false"|"1"|"train"|"7"|"3"|"41"|"4"|"neutral"|"0.6596346497535706"
"The Portland-Milwaukie Light Rail Transit Project has created 1,525 direct jobs as of June 11, 2012."|"half-true"|"1"|"train"|"16"|"4"|"100"|"8"|"neutral"|"0.742066502571106"
"The fact that one town has three lanes dedicated to it, that kind of gets me sauced."|"pants-fire"|"1"|"train"|"17"|"7"|"84"|"1"|"neutral"|"0.5165534019470215"
"Independent analysts found that Trumps tax plan, given to the wealthy and big corporations, would rack up $30 trillion in debt."|"half-true"|"1"|"train"|"21"|"6"|"127"|"2"|"neutral"|"0.7592551708221436"
"Overdosing is now the number one accidental killer in our Commonwealth."|"true"|"0"|"train"|"11"|"5"|"71"|"2"|"fear"|"0.3130394220352173"
"Toledo Mayor Mike Bell (once) lost his job as a firefighter because his city ran out of money."|"true"|"0"|"train"|"18"|"7"|"94"|"4"|"sadness"|"0.819656252861023"
"In South Carolina, women earn 76 cents on the dollar to mens earnings."|"half-true"|"1"|"train"|"13"|"4"|"70"|"3"|"neutral"|"0.9021536707878113"
"Says the Panhandle has had its highest-ever bed tax collections in 2011."|"mostly-true"|"0"|"train"|"12"|"5"|"72"|"2"|"neutral"|"0.8592265248298645"
"Says MAX carries 30 percent of evening rush-hour commuters traveling from Downtown on the Sunset and Banfield freeways."|"true"|"0"|"train"|"18"|"5"|"119"|"7"|"neutral"|"0.8647611737251282"
"On whether he wants to be vice president."|"false"|"1"|"train"|"8"|"4"|"41"|"1"|"neutral"|"0.6499660611152649"
"Theres no negative advertising in my campaign at all."|"pants-fire"|"1"|"train"|"9"|"4"|"53"|"1"|"neutral"|"0.6578481197357178"
"Mark Kirk: Lied about going to war. Opposed middle class tax cuts. And said unemployments not that big an issue."|"barely-true"|"1"|"train"|"20"|"6"|"112"|"5"|"disgust"|"0.4654372036457062"
"Says Hillary Clinton told the Des Moines Register on Aug. 8, 2015:I will get the NRA shut down for good if I become president. If we can ban handguns, we will do it."|"pants-fire"|"1"|"train"|"33"|"15"|"165"|"13"|"anger"|"0.46472182869911194"
"To deprive underprivileged children of a meat-based protein during school lunch is most likely depriving them of their only source of protein for the day."|"pants-fire"|"1"|"train"|"25"|"13"|"154"|"1"|"disgust"|"0.8644794821739197"
"Says Allen West helped thwart a terrorist plot by shooting a gun in the direction of an Iraqi detainee, then reported the incident to his superior and said it was wrong."|"half-true"|"1"|"train"|"31"|"14"|"169"|"4"|"anger"|"0.6578494906425476"
"The Dog Meat Festival in Yulin, China, threatens global public health."|"pants-fire"|"1"|"train"|"11"|"2"|"70"|"6"|"fear"|"0.9058398604393005"
"Says Republican candidates in key Wisconsin Assembly races side with those who want to privatize Social Security -- and risk our retirements on Wall Street."|"pants-fire"|"1"|"train"|"25"|"8"|"156"|"8"|"fear"|"0.27639928460121155"
"Finance experts estimate that paying in cash for the $2.5 billion in projects funded by the sales tax saved Gwinnett County more than $1 billion in interest payments."|"true"|"0"|"train"|"28"|"10"|"166"|"3"|"joy"|"0.4582135081291199"
"During Sherrod Browns past decade as a D.C. politician, more than one out of every four jobs that has left America, left from Ohio. ... Sherrod Brown will own these horrendous Ohio job numbers next year."|"half-true"|"1"|"train"|"36"|"13"|"203"|"10"|"fear"|"0.7831928730010986"
"Says Milwaukee County district attorney candidate Verona Swanigan has worked as a prosecutor."|"false"|"1"|"train"|"13"|"3"|"93"|"5"|"neutral"|"0.8290773034095764"
"Georgia has saved $20 million through changes in criminal sentencing."|"true"|"0"|"train"|"10"|"3"|"69"|"1"|"neutral"|"0.7545296549797058"
"About two-thirds of all consumption is services. . . It was just the opposite when the sales tax was enacted in the 30s."|"mostly-true"|"0"|"train"|"23"|"13"|"120"|"2"|"neutral"|"0.9220958948135376"
"We never had an earthquake in Youngstown until John Kasich was elected Governor,"|"half-true"|"1"|"train"|"13"|"6"|"80"|"5"|"fear"|"0.8761754631996155"
"My office is about a 300-step walk to the governors office."|"mostly-true"|"0"|"train"|"11"|"6"|"59"|"1"|"neutral"|"0.8615901470184326"
"Says Donald Trump has the second-highest disapproval ratings of anyone running for president."|"false"|"1"|"train"|"13"|"4"|"93"|"3"|"disgust"|"0.6508798003196716"
"Sherrod Brown has been running for public office since Richard Nixon was president."|"true"|"0"|"train"|"13"|"4"|"83"|"4"|"neutral"|"0.8707998991012573"
"The Ryan budget gets rid of Medicare in 10 years and turns it into a voucher program."|"false"|"1"|"train"|"17"|"7"|"85"|"3"|"neutral"|"0.9227949976921082"
"On assault weapon violence: Ducks have more protection than people in Virginia."|"pants-fire"|"1"|"train"|"12"|"5"|"79"|"3"|"neutral"|"0.7274845838546753"
